Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"395551545815",HP 8157A OPTICAL ATTENUATOR 1300/1550nm USED POWER CONTROL MODULE OFERS WELCOME,,,"1","FIXED_PRICE","GBP",150.0,,,150.0,"0","","","Jul-24-24 03:07:40 PDT","Aug-24-26 03:07:40 PDT","Other Test, Measurement & Inspection","40004","","","Used","","","","","","UK","","",""
"395554149459",ETESIA PRO 46 PETROL PUSH LAWNMOWER,,,"1","FIXED_PRICE","GBP",200.0,,,200.0,"0","13","0","Jul-25-24 09:32:15 PDT","Jul-25-26 09:32:15 PDT","Lawn Mowers","260921","","","Used","","","","","","UK","","",""
"395558106407",G FORCE CR250HV 11mtr Fall Arrest Block RetractableHorizontal /Vertical 120kg,,,"1","FIXED_PRICE","GBP",55.0,,,55.0,"0","0","","Jul-27-24 06:42:55 PDT","Jul-27-26 06:42:55 PDT","Other Personal Protective Equipment","11900","","","Used","","","","","","UK","","",""
"395558114410",Makita HR3540C 110V Rotary Hammer Drill NO CHUCK,,,"1","FIXED_PRICE","GBP",70.0,,,70.0,"0","2","0","Jul-27-24 06:56:42 PDT","Jul-27-26 06:56:42 PDT","Corded Drills","184654","","","Used","","","","","1605190501","UK","","0088381093583",""
"395568796219",BOSCH PSB 500 RE HAMMER DRILL CORDED ELECTRIC DRILL 240V,,,"1","FIXED_PRICE","GBP",48.99,,,48.99,"0","2","0","Aug-01-24 08:44:58 PDT","Aug-01-26 08:44:58 PDT","Corded Drills","184654","","","Used","","","","","","UK","","",""
"395568836432",P+P AUTO REEL PLUS 2.4M MK2 90090MK2 FALL ARREST,,,"1","FIXED_PRICE","GBP",45.0,,,45.0,"0","2","","Aug-01-24 09:14:37 PDT","Aug-01-26 09:14:37 PDT","Other Car Parts & Accessories","9886","","","Used","","","","","","UK","","",""
"395580007115",ALLIED SWEEPERS GREEN MACHINE 414 DIESEL YARD ROAD SWEEPER,,,"0","FIXED_PRICE","GBP",1200.0,,,1200.0,"1","22","0","Aug-06-24 15:39:44 PDT","Aug-06-26 15:39:44 PDT","Agricultural & Industrial","69826","","","Used","","","","","","UK","","",""
"395591155870",V TUF MIGHTY  MIDI 21L DUST EXTRACTOR EXTRACTION 110V  H CLASS VAC VACUUM,,,"1","FIXED_PRICE","GBP",90.0,,,90.0,"2","11","0","Aug-12-24 03:44:01 PDT","Aug-12-26 03:44:01 PDT","Wet & Dry Vacuum Cleaners","184337","","","Used","","","","","","UK","","",""
"395597532226",HAYTER HOBBY PETROL PUSH LAWNMOWER,,,"1","FIXED_PRICE","GBP",70.0,,,70.0,"0","1","0","Aug-15-24 04:59:50 PDT","Aug-15-26 04:59:50 PDT","Lawn Mower Parts","260923","","","Used","","","","","","UK","","",""
"395597549063",Elite RVK60 Industrial Wet & Dry Vacuum 110V 32A 60L Twin Motor Dust Extractor,,,"2","FIXED_PRICE","GBP",150.0,,,150.0,"2","8","0","Aug-15-24 05:03:32 PDT","Aug-15-26 05:03:32 PDT","Canister & Wet/Dry Vacuums","66961","","","Used","","","","","","UK","","",""
"395602967644",NUMATIC WET AND DRY INDUSTRIAL VACUUM VAC COMMERCIAL VAC HOOVER 110V,,,"1","FIXED_PRICE","GBP",175.0,,,175.0,"0","5","0","Aug-18-24 01:56:01 PDT","Aug-18-26 01:56:01 PDT","Dust Extractors","116670","","","Used","","","","","","UK","","",""
"395616282375",EIC2711 (2711) BLACK INK CARTRIDGE FOR EPSON WORKFORCE PRO,,,"1","FIXED_PRICE","GBP",9.99,,,9.99,"0","","","Aug-24-24 13:22:28 PDT","Aug-24-26 13:22:28 PDT","Ink Cartridges","16191","","","New","","","","","","UK","","",""
"395616298355",JOHNSTON SWEEPERS FUEL FILTER E01174416,,,"1","FIXED_PRICE","GBP",17.0,,,17.0,"0","","","Aug-24-24 13:26:57 PDT","Aug-24-26 13:26:57 PDT","Other Commercial Vehicle Parts","36799","","","New","","","","","","UK","","",""
"395616301330",JOHNSTON SWEEPERS OIL FILTER E 01174416,,,"2","FIXED_PRICE","GBP",20.0,,,20.0,"0","","","Aug-24-24 13:29:07 PDT","Aug-24-26 13:29:07 PDT","Other Vehicle Parts & Accs","36631","","","New","","","","","","UK","","",""
"395616304953","JOHNSTON HYDRAULIC FILTER 15411 ROAD SWEEPER SUCTION FILTER Johnston 605, VT650",,,"7","FIXED_PRICE","GBP",45.0,,,45.0,"0","2","0","Aug-24-24 13:33:18 PDT","Aug-24-26 13:33:18 PDT","Agricultural Vehicle Parts","108853","","","New","","","","","","UK","","",""
"395616307531",JOHNSTON SWEEPERS 17951988-0 HYDRAULIC FILTER ELEMENT,,,"1","FIXED_PRICE","GBP",70.0,,,70.0,"0","","","Aug-24-24 13:34:54 PDT","Aug-24-26 13:34:54 PDT","Other Commercial Vehicle Parts","36799","","","New","","","","","","UK","","",""
"395616313085",JOHNSTON SWEEPERS 6974-1-C 6974 Filter - Water Tank,,,"2","FIXED_PRICE","GBP",25.0,,,25.0,"0","1","","Aug-24-24 13:37:29 PDT","Aug-24-26 13:37:29 PDT","Other Commercial Vehicle Parts","36799","","","New","","","","","","UK","","",""
"395616334994",RDL CK6 CONVERSION KIT 184MM DIAMETER HOLE EXTRACTION EXTRACTOR FAN GLASS,,,"4","FIXED_PRICE","GBP",15.0,,,15.0,"0","2","0","Aug-24-24 13:51:16 PDT","Aug-24-26 13:51:16 PDT","Other Heating, Cooling & Air","260496","","","New","","","","","","UK","","",""
"395624468450",ST-PT-05 USED,,,"1","FIXED_PRICE","GBP",200.0,,,200.0,"0","","","Aug-28-24 09:04:42 PDT","Jul-28-26 09:04:42 PDT","Other Construction Tools","64810","","","Used","","","","","","UK","","",""
"395624476094",FOR USE WITH TOPCON GPT-8000 TILT SENSOR GTS 600 ST-AK-06,,,"1","FIXED_PRICE","GBP",170.0,,,170.0,"0","","","Aug-28-24 09:09:36 PDT","Jul-28-26 09:09:36 PDT","Other Facility Surveillance","183875","","","Used","","","","","","UK","","",""
"395627415075","Ransomes Matador, Vintage 24"" Cylinder Mower. MAG Engine",,,"1","FIXED_PRICE","GBP",200.0,,,200.0,"0","7","0","Aug-29-24 05:08:39 PDT","Jul-29-26 05:08:39 PDT","Lawn Mowers","260921","","","Used","","","","","","UK","","",""
"395635462920",JOHNSTON 17904669-0 AIR FILTER,,,"6","FIXED_PRICE","GBP",30.0,,,30.0,"0","","","Aug-31-24 13:27:38 PDT","Jul-31-26 13:27:38 PDT","Agricultural Vehicle Parts","108853","","","New","","","","","","UK","","",""
"395641263182",WARMTHRU PAIR OF ARMBANDS BATTERY HOLDERS FOR 3.7V BATTERIES FOR HEATED CLOTHING,,,"2","FIXED_PRICE","GBP",11.99,,,11.99,"0","0","","Sep-02-24 06:04:38 PDT","Aug-02-26 06:04:38 PDT","Other Sporting Goods","310","","","New","","","","","","UK","","",""
"395688348242",FUJITSU LIFEBOOK A557 4gb Ram 500gb Hdd Core i-7 proz 15.6 Screen,,,"1","FIXED_PRICE","GBP",160.0,,,160.0,"0","1","","Sep-15-24 04:54:04 PDT","Aug-15-26 04:54:04 PDT","PC Laptops & Netbooks","177","","","Used","","","","","","UK","","",""
"395688613439","Ridgegear RGK1/AT 19mm Srewgate Steel Karabiner For Fall Arrest, Rope Access etc",Pack of=5;10;20,,"2","FIXED_PRICE","GBP",28.5,,,28.5,"3","0","0","Sep-15-24 06:48:33 PDT","Aug-15-26 06:48:33 PDT","Safety Harnesses","53153","","","New other (see details)","","","","","","UK","","",""
"395688613439","Ridgegear RGK1/AT 19mm Srewgate Steel Karabiner For Fall Arrest, Rope Access etc",Pack of=5,,"0","FIXED_PRICE","GBP",15.0,,,,"1",,,"Sep-15-24 06:48:33 PDT","Aug-15-26 06:48:33 PDT","Safety Harnesses","53153","","","New other (see details)",,,,,"","UK","","",""
"395688613439","Ridgegear RGK1/AT 19mm Srewgate Steel Karabiner For Fall Arrest, Rope Access etc",Pack of=10,,"2","FIXED_PRICE","GBP",28.5,,,,"2",,,"Sep-15-24 06:48:33 PDT","Aug-15-26 06:48:33 PDT","Safety Harnesses","53153","","","New other (see details)",,,,,"","UK","","",""
"395688613439","Ridgegear RGK1/AT 19mm Srewgate Steel Karabiner For Fall Arrest, Rope Access etc",Pack of=20,,"0","FIXED_PRICE","GBP",57.0,,,,"0",,,"Sep-15-24 06:48:33 PDT","Aug-15-26 06:48:33 PDT","Safety Harnesses","53153","","","New other (see details)",,,,,"","UK","","",""
"395689519321",COMMSCOPE MECHANICAL JOINT CLOSURE,,,"1","FIXED_PRICE","GBP",35.0,,,35.0,"0","","","Sep-15-24 12:27:31 PDT","Aug-15-26 12:27:31 PDT","Other Electrical Equipment & Supplies","92078","","","Used","","","","","","UK","","",""
"395704000284","Wire Reinforced Suction And Delivery Hose | I/D 1/2""(12mm) - 10m | WRSH12",,,"1","FIXED_PRICE","GBP",26.0,,,26.0,"0","1","","Sep-19-24 08:43:48 PDT","Aug-19-26 08:43:48 PDT","Other Material Handling","26224","","","New","","","","","","UK","","",""
"395707314101",Ryval 1.0mm SG2 15kg Plastic Spool Wire Mild Steel,,,"1","FIXED_PRICE","GBP",36.0,,,36.0,"0","1","","Sep-20-24 06:50:00 PDT","Aug-20-26 06:50:00 PDT","Other Motorcycle & Scooter Parts & Accessories","179753","","","New other (see details)","","","","","","UK","","",""
"395707339088",COMPENI SA 110/40 SL THERMOPLASTIC ENCLOSURE 4 HOLE,,,"1","FIXED_PRICE","GBP",28.0,,,28.0,"0","","","Sep-20-24 07:08:51 PDT","Aug-20-26 07:08:51 PDT","Electrical Boxes & Enclosures","42886","","","New other (see details)","","","","","","UK","","",""
"395708533021",GENUINE FORD TRANSIT AIR FILTER ELEMENT 2000 - 2014,,,"1","FIXED_PRICE","GBP",18.0,,,18.0,"0","","","Sep-20-24 14:09:20 PDT","Aug-20-26 14:09:20 PDT","Air Filters","33659","","","New","","","","","","UK","","",""
"395708595707",DONALDSON OIL LUBE FILTER P550761,,,"1","FIXED_PRICE","GBP",14.5,,,14.5,"0","","","Sep-20-24 14:30:56 PDT","Aug-20-26 14:30:56 PDT","Filters","259094","","","New","","","","","","UK","","",""
"395714076679",TECONNEX QJ3 3 SEGMENT V BAND CLAMP  QUICK RELEASE,,,"1","FIXED_PRICE","GBP",15.0,,,15.0,"0","1","","Sep-22-24 03:29:10 PDT","Aug-22-26 03:29:10 PDT","Other Performance Exhausts","173667","","","Used","","","","","","UK","","",""
"395714386425","DT MERCEDES OIL SEAL 4.20498 ACTROS, AXOR,ANTOS, AROCS,  ATEGO, shaft seal",,,"1","FIXED_PRICE","GBP",21.0,,,21.0,"0","","","Sep-22-24 05:38:25 PDT","Aug-22-26 05:38:25 PDT","Gaskets, Seals & Kits","177971","","","New","","","","","","UK","","",""
"395714402686",DAF LF 55-220 2002-2008 YEAR TENSIONER BELT 4987964,,,"1","FIXED_PRICE","GBP",48.0,,,48.0,"0","","","Sep-22-24 05:51:30 PDT","Aug-22-26 05:51:30 PDT","Other Engine Parts","61304","","","New other (see details)","","","","","","UK","","",""
"395715162855",GENUINE DAF 1706306 U-BOLT.METR.F. AXLE SUSPENSION,,,"1","FIXED_PRICE","GBP",30.0,,,30.0,"0","","","Sep-22-24 10:54:03 PDT","Aug-22-26 10:54:03 PDT","Tie Rods & Steering Linkages","33593","","","New","","","","","","UK","","",""
"395715166858",GENUINE DAF FLANGE NUT FN220051,,,"5","FIXED_PRICE","GBP",8.0,,,8.0,"0","","","Sep-22-24 10:58:44 PDT","Aug-22-26 10:58:44 PDT","Other Car Parts & Accessories","9886","","","New","","","","","","UK","","",""
"395715184677",Daf ATRA Pillar bolt fits DAF ATRA565 x 10,,,"1","FIXED_PRICE","GBP",60.0,,,60.0,"0","","","Sep-22-24 11:04:29 PDT","Aug-22-26 11:04:29 PDT","Wheel Nuts, Bolts & Studs","33749","","","New","","","","","","UK","","",""
"395718210190",+FITS Renault Midlum Door Handle Lock Set PAIR RH/LH - 5001834847 DAF148PAIR,,,"1","FIXED_PRICE","GBP",15.0,,,15.0,"0","1","0","Sep-23-24 08:01:47 PDT","Aug-23-26 08:01:47 PDT","Cab Doors & Hardware","184796","","","New other (see details)","","","","","","UK","","",""
"395718259231",DAF FLANGE NUT X 2 1212206,,,"1","FIXED_PRICE","GBP",8.0,,,8.0,"0","","","Sep-23-24 08:23:04 PDT","Aug-23-26 08:23:04 PDT","Other Lorry/Truck Parts","184670","","","New other (see details)","","","","","","UK","","",""
"395729817180",Mercedes Benz Sprinter 2.1 2013 (diesel) Front Brake Cable,,,"1","FIXED_PRICE","GBP",11.49,,,11.49,"0","","","Sep-26-24 09:24:49 PDT","Jul-26-26 09:24:49 PDT","Calipers & Brackets","33563","","","New","","","","","","UK","","",""
"395729838465",Gates OAP7097 Overrunning Alternator Pulley Crankshaft,,,"1","FIXED_PRICE","GBP",32.0,,,32.0,"0","","","Sep-26-24 09:39:47 PDT","Jul-26-26 09:39:47 PDT","Pulleys","262062","","","New","","","","","","UK","","5414465897559",""
"395732781232",GENUINE FORD TRANSIT MK4 ACCESSORY DRIVE TENSION PULLEY BOLT 1437833 x 3 PACK,,,"1","FIXED_PRICE","GBP",11.25,,,11.25,"0","","","Sep-27-24 05:00:18 PDT","Jul-27-26 05:00:18 PDT","Wheel Nuts, Bolts & Studs","33749","","","New","","","","","","UK","","",""
"395733049833",GENUINE DAF CBU1345 EXHAUST GASKET PACK OF 10,,,"1","FIXED_PRICE","GBP",20.0,,,20.0,"0","","","Sep-27-24 06:15:19 PDT","Jul-27-26 06:15:19 PDT","Gaskets & Seals","33665","","","New","","","","","","UK","","",""
"395733066967",Genuine Ford Nut - Hex. - 4762653,,,"2","FIXED_PRICE","GBP",9.0,,,9.0,"1","0","","Sep-27-24 06:35:07 PDT","Jul-27-26 06:35:07 PDT","Other Car Parts & Accessories","9886","","","New","","","","","","UK","","Does not apply",""
"395733079701",Genuine FORD Screws x 2 GC 1437849,,,"1","FIXED_PRICE","GBP",9.0,,,9.0,"0","1","","Sep-27-24 06:38:53 PDT","Jul-27-26 06:38:53 PDT","Other Car Parts & Accessories","9886","","","New","","","","","","UK","","",""
"395733195552",RENAULT TRUCKS GENUINE 7485154093 FILTER,,,"1","FIXED_PRICE","GBP",17.5,,,17.5,"0","","","Sep-27-24 07:35:23 PDT","Jul-27-26 07:35:23 PDT","Service Kits","174087","","","New","","","","","","UK","","",""
"395733640572",Mahle LX1845 Air Filter,,,"1","FIXED_PRICE","GBP",14.0,,,14.0,"0","","","Sep-27-24 11:04:38 PDT","Jul-27-26 11:04:38 PDT","Air Filters","33659","","","New other (see details)","","","","","249317609","UK","","",""
"395734087149","Commercial Vehicle Wiper Blade - 26"" (660mm)  5 PACKS. Bus Truck Coach CV26/912",,,"1","FIXED_PRICE","GBP",43.0,,,43.0,"0","","","Sep-27-24 13:57:43 PDT","Jul-27-26 13:57:43 PDT","Wiper Blades & Refills","179852","","","New","","","","","","UK","","",""
"395736245783","COMMERCIAL TRUCK BUS COACH 22 "" 57CM WIPER BLADE CV22/912",,,"1","FIXED_PRICE","GBP",11.5,,,11.5,"0","0","","Sep-28-24 04:29:20 PDT","Jul-28-26 04:29:20 PDT","Wiper Blades & Refills","179852","","","New","","","","","","UK","","",""
"395736254258","22"" WIPER BLADE RENAULT SCENIC 2009 ETC",,,"1","FIXED_PRICE","GBP",11.25,,,11.25,"0","","","Sep-28-24 04:34:20 PDT","Jul-28-26 04:34:20 PDT","Wiper Blades & Refills","179852","","","New other (see details)","","","","","","UK","","",""
"395736365274","New Bearing Anti Roll Bar  Bush, stabiliser, ACHB081",,,"1","FIXED_PRICE","GBP",10.0,,,10.0,"0","","","Sep-28-24 05:11:40 PDT","Jul-28-26 05:11:40 PDT","Sway Bars, Links & Bushings","33592","","","New","","","","","","UK","","4051334009128",""
"395736463623","Renault FL II (01.06-) 192-11897-800 wing mirror for Volvo FL, FE (2005-2014) tr",,,"1","FIXED_PRICE","GBP",24.99,,,24.99,"0","","","Sep-28-24 05:29:45 PDT","Jul-28-26 05:29:45 PDT","Mirror Assemblies","262161","","","New other (see details)","","","","","","UK","","",""
"395736518335",For Ford Transit MK7 2.2 Fuel Tank Sender Return Pipe 1431727 6C11-9C318-AB,,,"1","FIXED_PRICE","GBP",40.0,,,40.0,"0","1","0","Sep-28-24 05:53:59 PDT","Jul-28-26 05:53:59 PDT","Hoses, Lines & Pipes","173950","","","New","","","","","","UK","","",""
"395736609236",FITS DAF CF75 Euro 3 DFSB0063 SPRING EYE BUSH HEAVY DUTY VERSION 1671219,,,"2","FIXED_PRICE","GBP",14.25,,,14.25,"0","","","Sep-28-24 06:13:56 PDT","Jul-28-26 06:13:56 PDT","Other Car Parts & Accessories","9886","","","New","","","","","","UK","","Does not apply",""
"395736624171",Genuine Ford Transit Mk7 Transit Mk6 Front Cross Member Mounting Bush 1495713,,,"1","FIXED_PRICE","GBP",20.0,,,20.0,"0","","","Sep-28-24 06:25:03 PDT","Jul-28-26 06:25:03 PDT","Other Exterior Parts & Accessories","14769","","","New","","","","","","UK","","",""
"395739421000",Genuine DAF LF XB Upper metal tread step plate 1404296,,,"1","FIXED_PRICE","GBP",42.0,,,42.0,"0","2","0","Sep-29-24 01:24:40 PDT","Jul-29-26 01:24:40 PDT","Other Lorry/Truck Accessories","184676","","","New other (see details)","","","","","","UK","","",""
"395739529069",LOWER STEP LHS - DAF LF45/55,,,"1","FIXED_PRICE","GBP",40.0,,,40.0,"0","","","Sep-29-24 02:07:23 PDT","Jul-29-26 02:07:23 PDT","Other Exterior, Body & Frame","184816","","","New","","","","","","UK","","",""
"395739582554",DINEX EXHAUST PIPE 21758 DAFL F 55 45 SEE COMPATIBILITY IN DESCRIPTION,,,"2","FIXED_PRICE","GBP",30.0,,,30.0,"0","1","","Sep-29-24 02:40:43 PDT","Jul-29-26 02:40:43 PDT","Exhaust Pipes & Tips","33633","","","New other (see details)","","","","","","UK","","",""
"395751313770",KNORR-BREMSE  ll 40300F / 119452SP AIR DRYER CARTRIDGE ,,,"1","FIXED_PRICE","GBP",29.5,,,29.5,"0","1","","Oct-02-24 13:32:24 PDT","Aug-02-26 13:32:24 PDT","Air Dryers","184696","","","New","","","","","","UK","","Does not apply",""
"395751365816",WABCO SPRINGS REPAIR KIT 12999727VT,,,"1","FIXED_PRICE","GBP",80.0,,,80.0,"0","","","Oct-02-24 13:46:10 PDT","Aug-02-26 13:46:10 PDT","Other Brake Parts","184715","","","New other (see details)","","","","","","UK","","",""
"395804072024",DeWalt Compact Variable Speed Reciprocating Saw DWE 357-LX With Case,,,"1","FIXED_PRICE","GBP",43.0,,,43.0,"0","3","0","Oct-16-24 14:02:25 PDT","Aug-16-26 14:02:25 PDT","Reciprocating Saws","20788","","","Used","","","","","","UK","","",""
"395805941798",PROTECTA AD515 RETRIVAL WINCH FALL ARREST BLOCK,,,"1","FIXED_PRICE","GBP",180.0,,,180.0,"0","4","0","Oct-17-24 06:04:11 PDT","Aug-17-26 06:04:11 PDT","Other Personal Protective Equipment","11900","","","Used","","","","","","UK","","",""
"395806789230","Ridgegear RGH2 Body Harness, and RGL 12 Lanyard USED Safety",,,"1","FIXED_PRICE","GBP",34.0,,,34.0,"0","1","","Oct-17-24 14:00:27 PDT","Aug-17-26 14:00:27 PDT","Safety Harnesses","53153","","","Used","","","","","","UK","","",""
"395816407864",HONEYWELL MILLER 2.1M TRIPOD SAFETY 10005041 EN795 FALL ARREST RESCUE,,,"1","FIXED_PRICE","GBP",189.99,,,189.99,"0","3","0","Oct-21-24 14:13:04 PDT","Aug-21-26 14:13:04 PDT","Tripods & Monopods","30093","","","Used","","","","","","UK","","",""
"395818810161",SOAG PAPER DRILL DRILLING MACHINE USED VINTAGE,,,"1","FIXED_PRICE","GBP",150.0,,,150.0,"1","6","0","Oct-22-24 13:44:53 PDT","Aug-22-26 13:44:53 PDT","Binding & Finishing Equipment","26244","","","Used","","","","","","UK","","",""
"395818820935",MAKITA RECIPROCATING SAW 110V USED GOOD,,,"1","FIXED_PRICE","GBP",55.0,,,55.0,"0","3","0","Oct-22-24 13:58:30 PDT","Aug-22-26 13:58:30 PDT","Reciprocating Saws","20788","","","Used","","","","","","UK","","",""
"395820317717",Electric Flat/Saddle Stapler Paper/Book Binding Machine Foot Pedal Industrial,,,"1","FIXED_PRICE","GBP",200.0,,,200.0,"1","4","0","Oct-23-24 03:45:18 PDT","Aug-23-26 03:45:18 PDT","Binding","112411","","","Used","","","","","","UK","","",""
"395832416972",PREPARED MICROSCOPE SLIDES SCIENCE ENVIRONMENT POLLUTION (Eg Lung Coal Dust etc),,,"60","FIXED_PRICE","GBP",9.99,,,9.99,"30","15","0","Oct-26-24 08:06:48 PDT","Jul-26-26 08:06:48 PDT","Microscope Slides & Slide Covers","26418","","","New","","","","","","UK","","",""
"395844259791",DAF CF XF Truck Lorry 1287103 Seal Ring Differential 65 75 85CF CF65 75 etc,,,"1","FIXED_PRICE","GBP",32.0,,,32.0,"0","","","Oct-29-24 14:44:34 PDT","Jul-29-26 13:44:34 PDT","Caps","262117","","","New","","","","","","UK","","",""
"395844276332",GENUINE DAF ABS SENSOR 1778552 WHEEL SPEED,,,"1","FIXED_PRICE","GBP",37.0,,,37.0,"0","","","Oct-29-24 15:03:47 PDT","Jul-29-26 14:03:47 PDT","Brake Sensors & Switches","184704","","","New","","","","","","UK","","",""
"395848355455",DFSB0047 STABILIZER BALL JOINT & GEAR BOX BALL JOINT FITS DAF LF TRUCK LORRY,,,"1","FIXED_PRICE","GBP",22.0,,,22.0,"0","","","Oct-30-24 15:13:28 PDT","Jul-30-26 14:13:28 PDT","Performance Pistons & Rings","175565","","","New other (see details)","","","","","","UK","","",""
"395848364274",DAF 1703626 SEALING RING SHAFTS FRONT AXLE,,,"1","FIXED_PRICE","GBP",10.0,,,10.0,"0","","","Oct-30-24 15:18:39 PDT","Jul-30-26 14:18:39 PDT","Other Lorry/Truck Parts","184670","","","New","","","","","","UK","","",""
"395848392354",DAF 1829390 - CONTROL VALVE HEATER,,,"1","FIXED_PRICE","GBP",80.0,,,80.0,"0","","","Oct-30-24 15:38:52 PDT","Jul-30-26 14:38:52 PDT","Valves","184761","","","New other (see details)","","","","","","UK","","",""
"395849820406",DAF 1855659 MOUNTING KIT - SEAT CABLE GENUINE ORIGINAL UNUSED,,,"1","FIXED_PRICE","GBP",65.0,,,65.0,"0","","","Oct-31-24 00:32:37 PDT","Jul-30-26 23:32:37 PDT","Other Lorry/Truck Accessories","184676","","","New other (see details)","","","","","","UK","","",""
"395849984895",1703804 Genuine DAF Wheel Speed Sensor Clamping Bush New,,,"4","FIXED_PRICE","GBP",13.5,,,13.5,"0","","","Oct-31-24 01:30:41 PDT","Jul-31-26 00:30:41 PDT","Other Lorry/Truck Parts","184670","","","New","","","","","","UK","","",""
"395849987647",DAF 1315694 CLAMPING BUSH ABS NEW GENUINE DAF,,,"1","FIXED_PRICE","GBP",8.99,,,8.99,"0","","","Oct-31-24 01:32:47 PDT","Jul-31-26 00:32:47 PDT","Other Lorry/Truck Parts","184670","","","New","","","","","","UK","","",""
"395850825878",Fits DAF LF45 Mirror Bracket Upper 1404897,,,"1","FIXED_PRICE","GBP",60.0,,,60.0,"0","","","Oct-31-24 06:06:51 PDT","Jul-31-26 05:06:51 PDT","Mirrors","184808","","","New","","","","","","UK","","DoesNotApply",""
"395850849404",PACCAR 1407760 TUBE FUEL DRAIN PIPE FITS DAF,,,"1","FIXED_PRICE","GBP",82.0,,,82.0,"0","","","Oct-31-24 06:20:14 PDT","Jul-31-26 05:20:14 PDT","Hoses, Lines & Pipes","173950","","","New","","","","","","UK","","",""
"395850866480",Front Abs Sensor  Fits Mercedes Benz Actros Atego Febi 46016,,,"1","FIXED_PRICE","GBP",25.0,,,25.0,"0","","","Oct-31-24 06:23:28 PDT","Jul-31-26 05:23:28 PDT","Other Brake Parts","42605","","","New other (see details)","","","","","","UK","","4027816460169",""
"395855983890",1703601 Genuine DAF Quick Release Coupling T Piece,,,"1","FIXED_PRICE","GBP",9.0,,,9.0,"0","","","Nov-01-24 14:18:30 PDT","Aug-01-26 13:18:30 PDT","Brake Hose Connectors","184708","","","New","","","","","","UK","","",""
"395856031079",GENUINE DAF LF / XB Interior / Cabin Air Filter Element 1950785 DAF,,,"3","FIXED_PRICE","GBP",12.5,,,12.5,"0","","","Nov-01-24 14:24:59 PDT","Aug-01-26 13:24:59 PDT","Filters","184817","","","New","","","","","","UK","","",""
"395867886976",Mailing Machine - Vertical MailBagger Polybagger Bagger Bagging Machine Magazine,,,"1","FIXED_PRICE","GBP",250.0,,,250.0,"0","0","","Nov-04-24 13:22:01 PST","Aug-04-26 13:22:01 PDT","Sealers & Sealing Machines","11808","","","Used","","","","","","UK","","",""
"395881282264",DAF 1406058 Mudguard Filler Front Wheel Arch Liner Mudflap,,,"1","FIXED_PRICE","GBP",59.99,,,59.99,"0","","","Nov-08-24 14:16:16 PST","Aug-08-26 14:16:16 PDT","Other Exterior, Body & Frame","184816","","","New","","","","","","UK","","",""
"395908981978","Biemmedue BM2 MS17 17"" 430mm Professional Floor Scrubber Polisher 240V 1300W",,,"2","FIXED_PRICE","GBP",140.0,,,140.0,"1","35","0","Nov-15-24 11:11:15 PST","Aug-15-26 11:11:15 PDT","Corded Scrubbers & Buffers","46535","","","Used","","","","","","UK","","",""
"395909041085",Makita HM0870C 110v SDS Demolition Rotary Hammer Drill Used,,,"2","FIXED_PRICE","GBP",125.0,,,125.0,"0","5","0","Nov-15-24 11:44:37 PST","Aug-15-26 11:44:37 PDT","Hammer Drills","50208","","","Used","","","","","","UK","","",""
"395909161126",Makita HM1214C 10Kg SDS-Max Demolition Concrete Hammer AVT Breaker Chuck missing,,,"1","FIXED_PRICE","GBP",110.0,,,110.0,"0","6","0","Nov-15-24 13:27:09 PST","Aug-15-26 13:27:09 PDT","Hammer Drills","50208","","","Used","","","","","","UK","","",""
"395909170394",Milwaukee K500 110v SDS Max 5kg Breaker Demolition Hammer & Case,,,"1","FIXED_PRICE","GBP",149.99,,,149.99,"0","5","0","Nov-15-24 13:35:28 PST","Aug-15-26 13:35:28 PDT","Rotary Tools","177003","","","Used","","","","","","UK","","",""
"395911491768",Rhino 240V TQ3 2200W Infrared Heater 2.2kw Quartz Infra-Red Space Heater,,,"3","FIXED_PRICE","GBP",145.0,,,145.0,"3","6","0","Nov-16-24 13:51:32 PST","Aug-16-26 13:51:32 PDT","Space Heaters","20613","","","Used","","","","","","UK","","",""
"395918969125",Genuine DAF Flange bolt 1399595,,,"1","FIXED_PRICE","GBP",11.5,,,11.5,"0","","","Nov-19-24 13:34:35 PST","Aug-19-26 13:34:35 PDT","Other Engine Parts","61304","","","New","","","","","","UK","","",""
"395918971381",DAF CBU2660 GASKET,,,"1","FIXED_PRICE","GBP",14.45,,,14.45,"0","","","Nov-19-24 13:36:30 PST","Aug-19-26 13:36:30 PDT","Gaskets & Seals","33665","","","New","","","","","","UK","","",""
"395918973705",DAF 1628800 BALL / SOCK JOINT,,,"1","FIXED_PRICE","GBP",13.5,,,13.5,"0","2","0","Nov-19-24 13:39:53 PST","Aug-19-26 13:39:53 PDT","Ball Joints","184895","","","New","","","","","","UK","","",""
